"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"snoRNA:Psi18S-525g",0,0.58,0.42,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Psi18S-640e",0,0.3725,0.6275,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-525h",0,0.26,0.74,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-640f",0,0.6875,0.3125,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Psi18S-525i",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Psi18S-640g",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Psi18S-525j",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG15130",0,0,0.2,0,0,0,0,0.8,"Low_signal","Low_signal"
"CG31688",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43607",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31683",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31687",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18858",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cdc23",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2493",0,0,0,0,0,0.508571,0,0.491429,"Open_promoters","Open_promoters"
"CG43233",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR46416",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43234",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45361",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44980",0.568571,0,0,0,0,0,0,0.431429,"Enhancers","Enhancers"
"mir-1",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45360",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45359",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34007",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45702",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44270",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45707",0.894286,0,0,0,0,0,0,0.105714,"Enhancers","Enhancers"
"lncRNA:TS1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45347",0,0,0,0,0,0.1175,0,0.8825,"Low_signal","Low_signal"
"mir-4973",0,0,0,0,0,0.245,0,0.755,"Low_signal","Low_signal"
"CG31677",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43608",0,0,0,1,0,0,0,0,"H1","H1"
"CG15475",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-133",0,0,0,1,0,0,0,0,"H1","H1"
"mir-288",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44909",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17472",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR43158",0,0,0,0.0375,0,0,0,0.9625,"Low_signal","Low_signal"
"CG31680",0,0,0,1,0,0,0,0,"H1","H1"
"Sfp38D",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17470",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG2608",0,0,0.445,0,0,0.555,0,0,"Open_promoters","Open_promoters"
"phr6-4",0,0,0.155714,0,0,0.844286,0,0,"Open_promoters","Open_promoters"
"Uhg3",0,0,0,0,0,0.3325,0,0.6675,"Low_signal","Open_promoters"
"snoRNA:Me28S-C2645a",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Me28S-C2645b",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Me28S-C2645c",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG18810",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2611",0,0,0,0,0,0.9725,0,0.0275,"Open_promoters","Open_promoters"
"brun",0,0,0,0,0,0.682857,0,0.317143,"Open_promoters","Open_promoters"
"CG2614",0,0,0,0,0,0.815,0,0.185,"Open_promoters","Open_promoters"
"lncRNA:CR45004",0,0.795,0,0.205,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG31678",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"IKKepsilon",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cen",0,0,0,0,0,0.142857,0,0.857143,"Low_signal","Low_signal"
"CG2617",0,0,0,0,0,0.42,0,0.58,"Low_signal","Open_promoters"
"lncRNA:CR44187",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44188",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Hr38",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45306",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9316",0,0.501429,0,0.428571,0,0,0,0.07,"Gene_body_1","Gene_body_1"
"CarT",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"TM9SF2",0,0,0,0,0,0.558571,0,0.441429,"Open_promoters","Open_promoters"
"Fs(2)Ket",0,0,0,0,0,0.4775,0,0.5225,"Low_signal","Open_promoters"
"Amacr",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ns4",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Rhau",0.407143,0,0,0,0,0,0,0.592857,"Low_signal","Enhancers"
"dia",0.11,0,0,0,0,0,0,0.89,"Low_signal","Low_signal"
"cad",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pomp",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44146",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"vari",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9328",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33322",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CheB38b",0,0,0,1,0,0,0,0,"H1","H1"
"CheB38a",0,0,0,0.24,0,0,0,0.76,"Low_signal","Low_signal"
"CheB38c",0,0,0,0.761429,0,0,0,0.238571,"H1","H1"
"CG9331",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31673",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31674",0,0.655,0,0.345,0,0,0,0,"Gene_body_1","Gene_body_1"
"Oseg5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Spn38F",0,0,0,0.307143,0,0,0,0.692857,"Low_signal","H1"
"CG31676",0,0,0,0.625,0,0,0,0.375,"H1","H1"
"lncRNA:CR44307",0,0,0,0.632857,0,0,0,0.367143,"H1","H1"
"CG14402",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"twit",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14400",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9336",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR9337",0,0,0,0.678571,0,0,0,0.321429,"H1","H1"
"CG9338",0.2125,0,0,0,0,0.7875,0,0,"Open_promoters","Open_promoters"
"CG31675",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG14401",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR44981",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CR33317",0,0,0,0.585,0,0,0,0.415,"H1","H1"
"CG43739",0,0.187143,0,0,0,0,0,0.812857,"Low_signal","Low_signal"
"sky",0,0.187143,0,0,0,0,0,0.812857,"Low_signal","Low_signal"
"Mtp",0,0,0.32,0,0,0,0,0.68,"Low_signal","Gene_body_2"
"CR33318",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RPA2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9272",0,0,0,0,0,0.485714,0,0.514286,"Low_signal","Open_promoters"
"CR33319",0,0,0,0.06,0,0,0,0.94,"Low_signal","Low_signal"
"CG9270",0.124286,0,0,0,0,0,0,0.875714,"Low_signal","Low_signal"
"lncRNA:CR44606",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me28S-C2789",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG42238",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Itgbn",0.0825,0,0,0,0,0,0,0.9175,"Low_signal","Low_signal"
"CG9265",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tadr",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33511",0,0,0,1,0,0,0,0,"H1","H1"
"CG33510",0,0,0,1,0,0,0,0,"H1","H1"
"CG33509",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ppk13",0,0,0,1,0,0,0,0,"H1","H1"
"CG9259",0,0,0,0.8125,0,0,0,0.1875,"H1","H1"
"CG14397",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34136",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"l(2)05287",0,0,0,0,0,0.142857,0,0.857143,"Low_signal","Low_signal"
"CG9257",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR43809",0,0,0,0,0,0.431429,0,0.568571,"Low_signal","Open_promoters"
"CG46307",0,0,0,0,0,0.33,0,0.67,"Low_signal","Open_promoters"
"Nhe2",0,0,0,0,0,0.33,0,0.67,"Low_signal","Open_promoters"
"lncRNA:CR44056",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dap160",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG9253",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Me18S-A469",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"del",0.22,0,0,0,0,0,0,0.78,"Low_signal","Low_signal"
"Mpp6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"E2f2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Coq3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pld3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nbr",0,0,0,0,0,0.452857,0,0.547143,"Low_signal","Open_promoters"
"CG9246",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44910",0,0,0.101429,0,0,0,0,0.898571,"Low_signal","Low_signal"
"mAcon1",0.075,0,0,0,0,0,0,0.925,"Low_signal","Low_signal"
"CG43345",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43346",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31627",0,0,0,1,0,0,0,0,"H1","H1"
"scaRNA:PsiU2-38.40.42",0,0,0.537143,0,0,0,0,0.462857,"Gene_body_2","Gene_body_2"
"asRNA:CR44911",0,0,0.975,0,0,0,0,0.025,"Gene_body_2","Gene_body_2"
"bur",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Mcm10",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ret",0,0,0,0.911429,0,0,0,0.088571,"H1","H1"
"CG31624",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31988",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"clumsy",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snRNA:U4:39B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8679",0,0,0.428571,0,0,0.08,0,0.491429,"Low_signal","Gene_body_2"
"Atg18b",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG8677",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR45713",0,0,0.1375,0,0,0,0,0.8625,"Low_signal","Low_signal"
"CG31626",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Hr39",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-9374",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"l(2)k14505",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG8671",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-4974",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cyp6t2Psi",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Gr39a",0,0,0,1,0,0,0,0,"H1","H1"
"Mondo",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"crc",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG46314",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"lncRNA:CR44785",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR42696",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"dimm",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tsp39D",0,0,0,0,0,0.0175,0,0.9825,"Low_signal","Low_signal"
"dtr",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr39b",0,0,0,0.437143,0,0,0,0.562857,"Low_signal","H1"
"CG8665",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"nrv3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His-Psi:CR31616",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His-Psi:CR31615",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His-Psi:CR31754",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33801",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33910",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His-Psi:CR33802",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33909",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33803",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG31617",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG17949",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG31618",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG31611",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG31613",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33804",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"His2B:CG33908",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His-Psi:CR33805",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33907",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33806",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33807",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33906",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33808",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33905",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33809",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33810",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33904",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His-Psi:CR33811",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33903",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33812",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33813",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33902",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33814",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430c",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33901",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33815",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33816",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33900",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33817",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430d",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33899",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33818",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33819",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33898",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33820",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430e",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33897",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33821",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33822",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33896",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33823",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430f",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33895",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33824",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33825",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33894",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33826",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430g",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33893",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33827",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33828",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33892",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33829",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430h",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33891",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33830",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33831",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33890",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33832",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430i",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33889",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33833",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33834",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33888",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33835",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430j",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33887",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33836",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33837",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33886",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33838",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430k",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33885",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33839",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33840",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33884",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33841",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430l",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33883",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33842",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33843",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33882",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33844",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430m",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33881",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33845",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33846",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33880",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33847",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430n",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33879",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33848",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33849",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33878",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33850",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430o",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33877",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33851",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33852",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33876",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33853",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430p",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33854",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33875",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33855",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33874",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33856",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430q",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33857",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33873",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33858",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33872",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33859",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430r",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33860",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33871",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33861",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33870",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33862",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430s",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33863",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His4:CG33869",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His1:CG33864",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2B:CG33868",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His2A:CG33865",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:430t",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"His3:CG33866",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"His-Psi:CR33867",0,0,0,0,0,0.818571,0,0.181429,"Open_promoters","Open_promoters"
"His-Psi:CR31614",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Lamp1",0,0,0,0,1,0,0,0,"HP1","HP1"
"CR42545",0,0.537143,0.462857,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"nompB",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR42546",0,0,0,0.99,0,0,0,0.01,"H1","H1"
"CG2201",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43148",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44993",0,0,0,0,0,0.155,0,0.845,"Low_signal","Low_signal"
"Df31",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ac3",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43144",0,0,0,0,1,0,0,0,"HP1","HP1"
"Cul2",0,0,0,0,0.1625,0.8375,0,0,"Open_promoters","Open_promoters"
"asRNA:CR46066",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG2225",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sncRNA:254",0,0,0,0,0,0.714286,0,0.285714,"Open_promoters","Open_promoters"
"eEF2",0,0,0,0,0.662857,0.337143,0,0,"HP1","HP1"
"nolo",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"step",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG1416",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG11630",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31612",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44269",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44786",0,0,0,0,0,0,1,0,"Pc","Pc"
"tsh",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CR46424",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44917",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44918",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44919",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44920",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45362",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43762",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG11629",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG1421",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG1428",0,0,0,1,0,0,0,0,"H1","H1"
"CG31600",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11634",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45334",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45704",0,0,0,0.887143,0,0,0,0.112857,"H1","H1"
"lncRNA:CR45703",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44217",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44803",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44804",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2528",0,0,0,0.381429,0,0,0,0.618571,"Low_signal","H1"
"lncRNA:CR44916",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31693",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR33987",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tio",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
