"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"lncRNA:CR44901",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44902",0,0,0,0.057178,0,0,0,0.942822,"Low_signal","Low_signal"
"CG31787",0,0,0,0.822857,0,0,0,0.177143,"H1","H1"
"lncRNA:CR44696",0,0,0,0.662546,0,0,0,0.337454,"H1","H1"
"CG43362",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44693",0,0,0,0.531707,0,0,0,0.468293,"H1","H1"
"Sfp36F",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43358",0,0,0,0.173375,0,0,0,0.826625,"Low_signal","Low_signal"
"CG5790",0,0,0,0.981252,0,0,0,0.018748,"H1","H1"
"lncRNA:CR43353",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG43354",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44694",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44695",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45721",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44489",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Fas3",0.057268,0,0,0.098174,0,0.024516,0.319066,0.500975,"Low_signal","Pc"
"Acp36DE",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG34171",0,0,0,0.227618,0,0,0.689681,0.082701,"Pc","Pc"
"lncRNA:CR44486",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44487",0,0,0,0.766871,0,0,0,0.233129,"H1","H1"
"lncRNA:CR44488",0,0,0,1,0,0,0,0,"H1","H1"
"RpS26",0,0,0,0,0,0.30896,0,0.69104,"Low_signal","Open_promoters"
"ncm",0,0.202247,0.606742,0,0,0,0,0.191011,"Gene_body_2","Gene_body_2"
"bsf",0,0.118343,0.414201,0,0,0.331953,0,0.135503,"Gene_body_2","Gene_body_2"
"Ntf-2r",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:let7C",0,0.05168,0.019064,0.189492,0,0,0,0.739765,"Low_signal","H1"
"mir-100",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-let7",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"mir-125",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG10283",0.155858,0.155858,0.115681,0.051953,0,0,0,0.520651,"Low_signal","Enhancers"
"grnd",0,0.345622,0,0.315284,0,0,0,0.339094,"Gene_body_1","Gene_body_1"
"kon",0.055449,0.203315,0.036966,0.317479,0,0,0,0.386791,"Low_signal","H1"
"Ugt301D1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10211",0,0,0,0.559392,0,0,0,0.440608,"H1","H1"
"lncRNA:CR44903",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pde11",0.041154,0.030866,0.010289,0.169762,0,0,0,0.747929,"Low_signal","H1"
"CG15160",0,0.248788,0.594976,0,0,0.132217,0,0.024019,"Gene_body_2","Gene_body_2"
"amos",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG10413",0,0.43684,0,0.372224,0,0.163815,0,0.02712,"Gene_body_1","Gene_body_1"
"CG31789",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10333",0,0.31273,0.110375,0,0,0.331126,0,0.245769,"Open_promoters","Open_promoters"
"Atac2",0,0.345679,0,0,0,0,0,0.654321,"Low_signal","Gene_body_1"
"IFT46",0,0,0,0.509338,0,0,0,0.490662,"H1","H1"
"MESR3",0.012938,0,0,0.41779,0,0,0,0.569272,"Low_signal","H1"
"Cyp310a1",0,0,0,0.876025,0,0,0,0.123975,"H1","H1"
"CR42490",0,0,0.392384,0,0,0,0,0.607616,"Low_signal","Gene_body_2"
"CG43338",0,0.171337,0.41525,0.344511,0,0,0,0.068902,"Gene_body_2","Gene_body_2"
"CG43339",0,0.464604,0.535396,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Mst36Fb",0,0.599076,0,0.227614,0,0,0,0.17331,"Gene_body_1","Gene_body_1"
"Mst36Fa",0,0.661157,0,0.064463,0,0,0,0.27438,"Gene_body_1","Gene_body_1"
"CG31751",0,0.418078,0.323375,0.046196,0,0.092393,0,0.119957,"Gene_body_1","Gene_body_1"
"tos",0,0.191899,0.613748,0,0,0.194354,0,0,"Gene_body_2","Gene_body_2"
"msl-1",0,0.291339,0.413386,0,0,0.295276,0,0,"Gene_body_2","Gene_body_2"
"CG10336",0,0,0.222061,0,0,0.65312,0,0.124819,"Open_promoters","Open_promoters"
"CG10383",0,0.127714,0.38229,0,0,0,0,0.489996,"Low_signal","Gene_body_2"
"CG10338",0,0,0.103199,0,0,0.206398,0,0.690402,"Low_signal","Open_promoters"
"CG10341",0,0.075091,0.31072,0,0,0,0,0.61419,"Low_signal","Gene_body_2"
"CG10376",0,0.557823,0,0,0,0.442177,0,0,"Gene_body_1","Gene_body_1"
"CG10343",0,0,0.360856,0,0,0,0,0.639144,"Low_signal","Gene_body_2"
"Jwa",0,0,0.11474,0,0,0.794351,0,0.090909,"Open_promoters","Open_promoters"
"Faf2",0.294996,0,0,0,0,0.256908,0,0.448096,"Low_signal","Enhancers"
"Grip71",0,0.367197,0,0.122399,0,0.26683,0,0.243574,"Gene_body_1","Gene_body_1"
"Irk3",0,0,0.336197,0.336197,0,0,0,0.327606,"Gene_body_2","Gene_body_2"
"CG10348",0.062199,0,0,0.464833,0,0,0,0.472968,"Low_signal","H1"
"lncRNA:CR44768",0.85681,0,0,0,0,0,0.14319,0,"Enhancers","Enhancers"
"lncRNA:CR44769",0,0,0,0,0,0,0.602094,0.397906,"Pc","Pc"
"CG42752",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15167",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ham",0.089904,0,0,0,0,0,0.489478,0.420618,"Pc","Pc"
"lncRNA:CR43804",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44904",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43814",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43817",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG10570",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG42502",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG17325",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG42305",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ugt36F1",0,0,0,0,0,0,0.721276,0.278724,"Pc","Pc"
"Ugt36D1",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ugt36E1",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG17597",0.280243,0,0,0,0,0,0.508174,0.211583,"Pc","Pc"
"ScpX",0,0,0.720533,0,0,0.249896,0,0.029571,"Gene_body_2","Gene_body_2"
"CG10600",0,0.100519,0.70196,0,0,0.197521,0,0,"Gene_body_2","Gene_body_2"
"CG31752",0,0,0,0,0,0.221165,0,0.778835,"Low_signal","Low_signal"
"CG33120",0,0,0,0.283108,0.377477,0,0,0.339415,"HP1","HP1"
"CG17321",0.090671,0.041306,0,0.302237,0,0,0,0.565787,"Low_signal","H1"
"CG10602",0,0.697234,0.07278,0,0,0.218341,0,0.011645,"Gene_body_1","Gene_body_1"
"mRpL13",0,0,0.222951,0,0,0.737705,0,0.039344,"Open_promoters","Open_promoters"
"tup",0,0,0,0,0,0,0.821044,0.178956,"Pc","Pc"
"mir-4946",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44737",0.124882,0,0,0,0,0,0.216191,0.658927,"Low_signal","Pc"
"lncRNA:CR44739",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44738",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ssp3",0.076051,0,0.076051,0,0,0,0.657408,0.19049,"Pc","Pc"
"lncRNA:CR44740",0,0,0,1,0,0,0,0,"H1","H1"
"CG46304",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10428",0,0,0.143609,0,0,0.417903,0,0.438487,"Low_signal","Open_promoters"
"Nedd8",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG10621",0,0,0,0.401798,0,0,0,0.598202,"Low_signal","H1"
"lncRNA:CR44741",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10623",0,0.327869,0,0,0,0,0,0.672131,"Low_signal","Gene_body_1"
"Nak",0.054486,0.435888,0.245187,0,0,0,0,0.264439,"Gene_body_1","Gene_body_1"
"Tango6",0,0.40457,0.100806,0,0,0.403226,0,0.091398,"Gene_body_1","Gene_body_1"
"L2HGDH",0,0.125051,0.366599,0,0,0,0,0.50835,"Low_signal","Gene_body_2"
"CG10431",0,0.657751,0.172563,0,0,0.169687,0,0,"Gene_body_1","Gene_body_1"
"Swip-1",0.061469,0.080012,0.030735,0.092204,0,0,0,0.73558,"Low_signal","H1"
"EMC5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG15170",0,0,0.458015,0,0,0.270738,0,0.271247,"Gene_body_2","Gene_body_2"
"CG15169",0,0,0,0.654428,0,0,0,0.345572,"H1","H1"
"CG46465",0,0,0,1,0,0,0,0,"H1","H1"
"CG10650",0,0,0,0.7669,0,0,0,0.2331,"H1","H1"
"CG31792",0,0.2849,0,0.22792,0,0,0,0.487179,"Low_signal","Gene_body_1"
"CG31793",0,0.554757,0.308198,0,0,0.048079,0,0.088967,"Gene_body_1","Gene_body_1"
"RpL30",0,0,0,0,0,0.681569,0,0.318431,"Open_promoters","Open_promoters"
"snoRNA:Me28S-A2113",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"robl37BC",0.348348,0,0,0,0,0,0,0.651652,"Low_signal","Enhancers"
"lncRNA:CR45292",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44184",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15172",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43700",0.312094,0,0,0,0,0,0,0.687906,"Low_signal","Enhancers"
"Sidpn",0.19544,0,0,0,0,0,0,0.80456,"Low_signal","Low_signal"
"hook",0,0,0,0,0,0.226074,0,0.773926,"Low_signal","Low_signal"
"CG31800",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mib2",0,0,0.4144,0,0,0.084543,0,0.501057,"Low_signal","Gene_body_2"
"Catsup",0,0,0.464612,0,0,0.535388,0,0,"Open_promoters","Open_promoters"
"Ttc19",0,0,0.474272,0,0,0,0,0.525728,"Low_signal","Gene_body_2"
"Acn",0,0,0.606586,0,0,0.301849,0,0.091566,"Gene_body_2","Gene_body_2"
"CG10470",0,0,0,0,0,0.59901,0,0.40099,"Open_promoters","Open_promoters"
"l(2)37Bb",0,0,0.339175,0,0,0.660825,0,0,"Open_promoters","Open_promoters"
"Rpn3",0,0,0,0,0,0.798519,0,0.201481,"Open_promoters","Open_promoters"
"CG10492",0,0.189753,0.442758,0,0,0.278727,0,0.088762,"Gene_body_2","Gene_body_2"
"Phlpp",0,0,0,0.299775,0,0,0,0.700225,"Low_signal","H1"
"CG10495",0,0,0,0,0,0.856744,0,0.143256,"Open_promoters","Open_promoters"
"CG10702",0,0,0.41841,0,0,0.451883,0,0.129707,"Open_promoters","Open_promoters"
"CG17343",0,0,0.442664,0,0,0.457631,0,0.099705,"Open_promoters","Open_promoters"
"CG17572",0.198807,0.155401,0.099404,0,0,0,0,0.546388,"Low_signal","Enhancers"
"CR33315",0,0,0,0.504762,0,0,0,0.495238,"H1","H1"
"CG10700",0.986301,0,0,0,0,0,0,0.013699,"Enhancers","Enhancers"
"Lim3",0.107778,0,0,0,0,0.020568,0.450002,0.421652,"Pc","Pc"
"CG17344",0,0,0,0,0,0,0.873988,0.126012,"Pc","Pc"
"CG43731",0,0,0,0,0,0,0.873988,0.126012,"Pc","Pc"
"lncRNA:CR44905",0,0,0,0,0,0,0.439891,0.560109,"Low_signal","Pc"
"amd",0,0,0,0,0,0,0.567745,0.432255,"Pc","Pc"
"CG10561",0,0,0.414938,0,0,0,0,0.585062,"Low_signal","Gene_body_2"
"Ddc",0,0,0,0.235417,0,0,0,0.764583,"Low_signal","Low_signal"
"l(2)37Cc",0,0,0.502773,0.021791,0,0.237718,0,0.237718,"Gene_body_2","Gene_body_2"
"l(2)37Cb",0,0,0.638684,0,0,0.361316,0,0,"Gene_body_2","Gene_body_2"
"l(2)37Cd",0,0.290416,0.709584,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"AsnRS",0,0.241449,0.253924,0,0,0.482897,0,0.02173,"Open_promoters","Open_promoters"
"DCTN6-p27",0,0,0,0,0,0.383721,0,0.616279,"Low_signal","Open_promoters"
"Polr1D",0,0,0,0,0,0.306335,0,0.693665,"Low_signal","Open_promoters"
"brat",0.385268,0,0.036089,0,0,0.04571,0,0.532933,"Low_signal","Enhancers"
"lncRNA:CR44977",0,0,0,0,0,0.069182,0,0.930818,"Low_signal","Low_signal"
"CG17568",0,0,0.691756,0,0,0,0,0.308244,"Gene_body_2","Gene_body_2"
"CG42688",0,0,0,0.95858,0,0,0,0.04142,"H1","H1"
"CG46059",0,0.413545,0,0.586455,0,0,0,0,"H1","H1"
"gammaTub37C",0,0.610306,0.322061,0,0,0,0,0.067633,"Gene_body_1","Gene_body_1"
"pigeon",0,0,0.616175,0,0,0.231065,0,0.15276,"Gene_body_2","Gene_body_2"
"drl",0.459544,0,0,0,0,0.068822,0.049237,0.422397,"Enhancers","Enhancers"
"lncRNA:CR46209",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44189",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG31797",0,0,0,0.584046,0,0,0,0.415954,"H1","H1"
"lncRNA:CR44191",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44190",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17564",0,0,0,1,0,0,0,0,"H1","H1"
"CG10750",0,0,0,0.405204,0,0,0,0.594796,"Low_signal","H1"
"lncRNA:CR45700",0.777146,0,0,0,0,0,0,0.222854,"Enhancers","Enhancers"
"lncRNA:CR45258",0.223154,0,0,0,0,0,0,0.776846,"Low_signal","Low_signal"
"dnt",0.109944,0.05827,0.024432,0,0,0,0,0.807354,"Low_signal","Low_signal"
"CG13086",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17349",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17350",0.597781,0,0,0,0,0,0,0.402219,"Enhancers","Enhancers"
"fon",0.248451,0,0,0.458102,0,0,0,0.293446,"H1","H1"
"CG17549",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17544",0,0,0,0.258525,0,0,0,0.741475,"Low_signal","H1"
"CG31798",0,0,0,0.29064,0,0,0,0.70936,"Low_signal","H1"
"Pax",0.023217,0,0,0.299772,0,0,0,0.677011,"Low_signal","H1"
"sncRNA:359",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Lectin-galC1",0,0,0,1,0,0,0,0,"H1","H1"
"lectin-37Da",0,0,0,0.95927,0,0,0,0.04073,"H1","H1"
"lectin-37Db",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Alp12",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13085",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RtcB",0,0,0,0,0,0.499722,0,0.500278,"Low_signal","Open_promoters"
"Rab9",0,0,0.379859,0,0,0,0,0.620141,"Low_signal","Gene_body_2"
"CG10237",0.130871,0.396539,0.1236,0.130871,0,0,0,0.218118,"Gene_body_1","Gene_body_1"
"RanGAP",0,0.413774,0.25028,0,0,0.335946,0,0,"Gene_body_1","Gene_body_1"
"Hs2st",0,0.24361,0.469484,0,0,0.286907,0,0,"Gene_body_2","Gene_body_2"
"Top2",0,0.07102,0.587755,0,0,0,0,0.341224,"Gene_body_2","Gene_body_2"
"CG10026",0.346121,0,0,0,0,0,0.432651,0.221229,"Pc","Pc"
"tj",0,0,0,0,0,0.257806,0.560871,0.181323,"Pc","Pc"
"lncRNA:CR45722",0,0,0,0,0,0,0.356771,0.643229,"Low_signal","Pc"
"lncRNA:CR45723",0.811836,0,0,0,0,0,0,0.188164,"Enhancers","Enhancers"
"lncRNA:CR43839",0,0,0,0,0,0,0.92848,0.07152,"Pc","Pc"
"CG10195",0.512738,0,0,0,0,0,0,0.487262,"Enhancers","Enhancers"
"CG13084",0,0,0,0.394507,0,0,0,0.605493,"Low_signal","H1"
"CG13083",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG10194",0,0.364276,0.635724,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG18094",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG10189",0,0,0.344334,0,0,0.373599,0,0.282067,"Open_promoters","Open_promoters"
"swm",0.190396,0,0.016501,0,0,0,0,0.793103,"Low_signal","Low_signal"
"Top3alpha",0,0,0.373659,0,0,0.146341,0,0.48,"Low_signal","Gene_body_2"
"cyst",0,0.186654,0.513299,0,0,0,0,0.300047,"Gene_body_2","Gene_body_2"
"Hasp",0.072718,0,0.072718,0,0,0,0,0.854563,"Low_signal","Low_signal"
"lncRNA:CR43363",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10132",0.173933,0,0.497813,0,0,0.135767,0,0.192488,"Gene_body_2","Gene_body_2"
"Dpm1",0.070664,0,0,0,0,0,0,0.929336,"Low_signal","Low_signal"
"CG10137",0,0.190506,0.616765,0,0,0,0,0.192729,"Gene_body_2","Gene_body_2"
"CG10165",0,0.353461,0.354934,0,0,0,0,0.291605,"Gene_body_2","Gene_body_2"
"CG33116",0,0.196447,0.07724,0,0,0.494593,0,0.23172,"Open_promoters","Open_promoters"
"CG31697",0,0,0.384146,0,0,0,0,0.615854,"Low_signal","Gene_body_2"
"lncRNA:CR45455",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG13082",0.334601,0,0.209125,0,0,0,0,0.456274,"Low_signal","Enhancers"
"CG13081",0,0,0,1,0,0,0,0,"H1","H1"
"ref(2)P",0,0.275325,0.292208,0,0,0.292208,0,0.14026,"Gene_body_2","Gene_body_2"
"CG10337",0,0.899558,0,0.100442,0,0,0,0,"Gene_body_1","Gene_body_1"
"Tep4",0.075529,0.188822,0.226586,0.188822,0,0,0,0.320242,"Low_signal","Gene_body_2"
"CR46413",0,0,0,1,0,0,0,0,"H1","H1"
"Tep5Psi",0,0,0,0.637068,0,0,0,0.362932,"H1","H1"
"CG13078",0,0,0,0.708469,0,0,0,0.291531,"H1","H1"
"CG13077",0.601604,0,0.306818,0,0,0,0,0.091578,"Enhancers","Enhancers"
"spi",0.063728,0,0.339883,0,0,0,0,0.596389,"Low_signal","Gene_body_2"
"mir-2a-2",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"mir-2a-1",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"mir-2b-2",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"msb1l",0,0,0,0,0,0.628671,0,0.371329,"Open_promoters","Open_promoters"
"Pmvk",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Hakai",0,0,0.161117,0,0,0.483351,0,0.355532,"Open_promoters","Open_promoters"
"PCNA2",0,0,0,0,0,0.762639,0,0.237361,"Open_promoters","Open_promoters"
"CG10366",0,0,0.290249,0,0,0.544218,0,0.165533,"Open_promoters","Open_promoters"
"Lar",0.020626,0.017663,0.006717,0.175323,0,0.006188,0,0.773483,"Low_signal","Low_signal"
"lncRNA:CR44978",0,0,0,0.438139,0,0,0,0.561861,"Low_signal","H1"
"CG46244",0.024002,0.016489,0.0048,0.187212,0,0,0,0.767497,"Low_signal","Low_signal"
"lncRNA:CR44979",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"scw",0,0,0,0.357458,0,0,0,0.642542,"Low_signal","H1"
"CG10462",0,0.646154,0.153846,0,0,0.046154,0,0.153846,"Gene_body_1","Gene_body_1"
"Nf-YB",0,0,0,0,0,0.628352,0,0.371648,"Open_promoters","Open_promoters"
"CR44906",0,0.063587,0.89982,0,0,0,0,0.036593,"Gene_body_2","Gene_body_2"
"CG10631",0.063889,0.212962,0.149074,0.140768,0,0,0,0.433307,"Low_signal","Gene_body_1"
"CG10628",0,0,0,0,0,0.667883,0,0.332117,"Open_promoters","Open_promoters"
"CG10463",0,0,0.854295,0,0,0.009967,0,0.135738,"Gene_body_2","Gene_body_2"
"fbp",0,0,0,0,0,0,0.759514,0.240486,"Pc","Pc"
"bsh",0,0,0,0,0,0,0.736554,0.263446,"Pc","Pc"
"CdGAPr",0.211665,0.052916,0.229304,0,0,0.034219,0,0.471896,"Low_signal","Gene_body_2"
"CG10466",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"fs(2)ltoPP43",0,0,0.487329,0,0,0.30117,0,0.211501,"Gene_body_2","Gene_body_2"
"sick",0.209183,0.011107,0.007405,0.116624,0,0.003702,0,0.651979,"Low_signal","Enhancers"
"snRNA:U4:38AB",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U5:38ABa",0.412698,0,0,0,0,0,0,0.587302,"Low_signal","Enhancers"
"snRNA:U2:38ABb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13962",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snRNA:U2:38ABa",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U5:38ABb",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG10481",0.16986,0,0,0,0,0,0,0.83014,"Low_signal","Low_signal"
"lncRNA:CR43097",0.439381,0,0,0,0,0,0,0.560619,"Low_signal","Enhancers"
"TotF",0.151246,0,0,0.848754,0,0,0,0,"H1","H1"
"Victoria",0,0,0,0.280277,0,0,0,0.719723,"Low_signal","H1"
"lncRNA:CR43828",0.432484,0,0,0,0,0,0,0.567516,"Low_signal","Enhancers"
"lncRNA:CR43827",0.940984,0,0,0,0,0,0,0.059016,"Enhancers","Enhancers"
"lncRNA:CR45183",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"COX4",0,0,0.221893,0,0,0.343935,0,0.434172,"Low_signal","Open_promoters"
"CG34051",0,0,0.863684,0,0,0.136316,0,0,"Gene_body_2","Gene_body_2"
"CG42866",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG13965",0,0.407407,0,0,0,0,0,0.592593,"Low_signal","Gene_body_1"
"CG16772",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45701",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10680",0,0,0,0.639847,0,0,0,0.360153,"H1","H1"
"OS9",0,0,0,1,0,0,0,0,"H1","H1"
"Hf",0,0,0,0.389353,0,0,0,0.610647,"Low_signal","H1"
"CG43861",0.012346,0,0,0.333347,0,0,0,0.654307,"Low_signal","H1"
"lncRNA:CR43620",0,0,0,0.696868,0,0,0,0.303132,"H1","H1"
"lncRNA:CR44908",0,0,0,1,0,0,0,0,"H1","H1"
"AANATL3",0,0,0,1,0,0,0,0,"H1","H1"
"sNPF",0,0,0,0.319242,0,0,0,0.680758,"Low_signal","H1"
"barr",0,0.467727,0.187091,0,0,0.093545,0,0.251637,"Gene_body_1","Gene_body_1"
"lok",0,0,0.534302,0,0,0.405542,0,0.060155,"Gene_body_2","Gene_body_2"
"vls",0,0,0.450635,0,0,0.423131,0,0.126234,"Gene_body_2","Gene_body_2"
"bwa",0,0.122817,0.34375,0,0,0,0,0.533433,"Low_signal","Gene_body_2"
"asRNA:CR44907",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10730",0,0.328761,0.567644,0,0,0,0,0.103595,"Gene_body_2","Gene_body_2"
"pr",0,0,0.794135,0,0,0.205865,0,0,"Gene_body_2","Gene_body_2"
"neb",0,0.250915,0.086077,0.172154,0,0.081988,0,0.408866,"Low_signal","Gene_body_1"
"fok",0,0.103448,0,0.367241,0,0,0,0.52931,"Low_signal","H1"
"CG10747",0,0.621495,0.028037,0,0,0.350467,0,0,"Gene_body_1","Gene_body_1"
"Pyroxd1",0,0,0.270821,0,0,0.729179,0,0,"Open_promoters","Open_promoters"
"Taf13",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"nesd",0,0,0.263043,0,0,0.406839,0,0.330118,"Open_promoters","Open_promoters"
"mRpS18B",0,0,0,0,0,0.598485,0,0.401515,"Open_promoters","Open_promoters"
"Kua",0,0,0,0.258889,0.271833,0,0,0.469279,"Low_signal","HP1"
"CG13970",0,0,0,0,1,0,0,0,"HP1","HP1"
"CG10651",0,0,0,0,0.619007,0,0,0.380993,"HP1","HP1"
"lncRNA:CR40341",0.446579,0,0,0,0,0,0,0.553421,"Low_signal","Enhancers"
"lncRNA:CR40172",0.594458,0,0,0,0,0,0,0.405542,"Enhancers","Enhancers"
"lncRNA:CR40465",0,0,0,0.132701,0,0,0,0.867299,"Low_signal","Low_signal"
"CG17571",0,0,0,0.242525,0,0,0,0.757475,"Low_signal","Low_signal"
"CG17570",0,0,0,1,0,0,0,0,"H1","H1"
"CG12617",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR43414",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"spir",0.072645,0,0.056125,0.371297,0,0.032287,0,0.467646,"Low_signal","H1"
"lncRNA:CR43606",0,0,0,0.817676,0,0,0,0.182324,"H1","H1"
"La",0,0,0.004324,0,0,0.741198,0,0.254478,"Open_promoters","Open_promoters"
"RtGEF",0,0.347773,0.263158,0.080972,0,0,0,0.308097,"Gene_body_1","Gene_body_1"
"snoRNA:Me28S-A3365",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ugt37A1",0,0,0,0.651327,0,0,0,0.348673,"H1","H1"
"CG16798",0.010419,0,0,0.431442,0,0,0,0.55814,"Low_signal","H1"
"CG10947",0,0.003389,0,0.071407,0,0,0,0.925204,"Low_signal","Low_signal"
"CG10949",0,0,0.416619,0,0,0.583381,0,0,"Open_promoters","Open_promoters"
"Arpc2",0,0.490285,0.351759,0,0,0.157956,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Psi18S-525a",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-640a",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-525b",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-525c",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-640b",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-525d",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-640c",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-525e",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-640d",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-525f",0,0.80597,0.19403,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Psi18S-525g",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Psi18S-640e",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
