"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"asRNA:CR44181",0,0,0,1,0,0,0,0,"H1","H1"
"CG7300",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Lip1",0,0,0,0.794286,0,0,0,0.205714,"H1","H1"
"CG6415",0.9475,0,0,0.0525,0,0,0,0,"Enhancers","Enhancers"
"Lip2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44407",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6431",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6443",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17118",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"EMC3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Dpy-30L1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Nup107",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha16-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12299",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-4970",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG6729",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-9378",0.802857,0,0,0,0,0,0,0.197143,"Enhancers","Enhancers"
"CG17124",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6495",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ubc2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6724",0,0,0,0,0,0.354286,0,0.645714,"Low_signal","Open_promoters"
"CG17127",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44582",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31870",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31869",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44581",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6508",0,0,0,0.7675,0,0,0,0.2325,"H1","H1"
"CG17134",0,0,0,1,0,0,0,0,"H1","H1"
"Nos",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mir-4987",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG6700",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17139",0,0,0,0.622857,0,0,0,0.377143,"H1","H1"
"CG17140",0,0,0,0.622857,0,0,0,0.377143,"H1","H1"
"Porin2",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"SmydA-3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"porin",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Dnz1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"aurB",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Stam",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR43807",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12517",0,0,0,0.9175,0,0,0,0.0825,"H1","H1"
"lncRNA:CR45453",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45454",0,0,0,0.715,0,0,0,0.285,"H1","H1"
"lncRNA:CR44490",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14071",0,0,0,0.104286,0,0,0,0.895714,"Low_signal","Low_signal"
"lncRNA:CR44491",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14070",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45724",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7309",0,0,0,0.295714,0,0,0,0.704286,"Low_signal","H1"
"CG14069",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14072",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44492",0.93,0,0,0,0,0,0,0.07,"Enhancers","Enhancers"
"lncRNA:CR44493",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"dpr2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33129",0,0,0,0,0,0.535714,0,0.464286,"Open_promoters","Open_promoters"
"YL-1",0,0,0,0,0,0.3575,0,0.6425,"Low_signal","Open_promoters"
"CG16743",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"abo",0.418571,0,0,0,0,0.581429,0,0,"Open_promoters","Open_promoters"
"ATPsynG",0.715714,0,0,0,0,0.284286,0,0,"Enhancers","Enhancers"
"SCAR",0.57,0,0,0,0,0.43,0,0,"Enhancers","Enhancers"
"piwi",0,0,0,0,0,0.171429,0,0.828571,"Low_signal","Low_signal"
"CG12253",0,0,0,0,0,0.265,0,0.735,"Low_signal","Open_promoters"
"TTLL4A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"aub",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lectin-33A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL9",0,0,0,0,0,0.444286,0,0.555714,"Low_signal","Open_promoters"
"Nup154",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Art8",0,0,0,0,0,0.142857,0,0.857143,"Low_signal","Low_signal"
"dUTPase",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45778",0,0,0.335714,0,0,0.664286,0,0,"Open_promoters","Open_promoters"
"Acp32CD",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14913",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18666",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Samuel",0.717143,0,0,0,0,0,0,0.282857,"Enhancers","Enhancers"
"CG14915",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46264",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45725",0,0,0,0.854286,0,0,0,0.145714,"H1","H1"
"CG43725",0,0,0,1,0,0,0,0,"H1","H1"
"AstC",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"AstCC",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16854",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wdr59",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ge-1",0,0,0,0,0,0.302857,0,0.697143,"Low_signal","Open_promoters"
"Reps",0,0,0,0,0,0.221429,0,0.778571,"Low_signal","Low_signal"
"l(2)gd1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Idua",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr32a",0,0.035,0,0,0,0,0,0.965,"Low_signal","Low_signal"
"CG6230",0,0,0,0,0,0.401429,0,0.598571,"Low_signal","Open_promoters"
"CG14921",0,0,0.428571,0,0,0.02,0,0.551429,"Low_signal","Gene_body_2"
"Csl4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nup160",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4751",0,0,0,0,0,0.4075,0,0.5925,"Low_signal","Open_promoters"
"RfC38",0,0,0,0,0,0.221429,0,0.778571,"Low_signal","Low_signal"
"hgo",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31867",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gyc32E",0.855714,0,0,0,0,0,0,0.144286,"Enhancers","Enhancers"
"CG6287",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vm32E",0.764286,0,0,0,0,0,0,0.235714,"Enhancers","Enhancers"
"Boh2",0,0,0,0,0,0.58,0,0.42,"Open_promoters","Open_promoters"
"Ca-beta",0,0,0,0,0,0.222857,0,0.777143,"Low_signal","Low_signal"
"lncRNA:CR43859",0,0,0,0,0,0,0.44,0.56,"Low_signal","Pc"
"ab",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me18S-G642",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"cmet",0,0,0,0,0,0.002857,0,0.997143,"Low_signal","Low_signal"
"cana",0,0,0,0,0,0.95,0,0.05,"Open_promoters","Open_promoters"
"CG33695",0,0,0,0,0,0.5525,0,0.4475,"Open_promoters","Open_promoters"
"Ppt2",0,0,0,0,0,0.245,0,0.755,"Low_signal","Low_signal"
"asRNA:CR44182",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mre11",0,0,0,0,0,0.975,0,0.025,"Open_promoters","Open_promoters"
"Osi21",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43409",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43721",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44583",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44584",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44585",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG14926",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44586",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"salr",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43681",0,0,0,0,0,0,0.457143,0.542857,"Low_signal","Pc"
"salm",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR46454",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43355",0,0,0,0,0,0,0.5175,0.4825,"Pc","Pc"
"sala",0,0,0,0,0,0,0.5175,0.4825,"Pc","Pc"
"Cog8",0,0,0,0,0,0.788571,0,0.211429,"Open_promoters","Open_promoters"
"spz4",0.2875,0,0,0,0,0,0,0.7125,"Low_signal","Enhancers"
"Dlg5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4970",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14929",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14930",0,0,0,1,0,0,0,0,"H1","H1"
"CG43153",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31705",0,0,0,0.007143,0,0,0,0.992857,"Low_signal","Low_signal"
"CG31706",0,0,0,1,0,0,0,0,"H1","H1"
"CG34162",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR42743",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43438",0.8625,0,0,0,0,0,0,0.1375,"Enhancers","Enhancers"
"lncRNA:CR44494",0.235714,0,0,0,0,0,0,0.764286,"Low_signal","Low_signal"
"lncRNA:CR44495",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kek2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Mst33A",0.618571,0,0,0,0,0,0,0.381429,"Enhancers","Enhancers"
"lncRNA:CR44496",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Acp33A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"spag4",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG6614",0.515714,0,0,0,0,0,0,0.484286,"Enhancers","Enhancers"
"CG12307",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4983",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43167",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44497",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44480",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44479",0,0,0,0.674286,0,0,0,0.325714,"H1","H1"
"CG44477",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44481",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4988",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44143",0.965,0,0,0,0,0,0,0.035,"Enhancers","Enhancers"
"lncRNA:CR44145",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha100-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44144",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42470",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42471",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14931",0,0,0,0.585,0,0,0,0.415,"H1","H1"
"CG14932",0,0,0,0,0.7975,0,0,0.2025,"HP1","HP1"
"Tsp33B",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG14937",0,0.02,0,0,0,0.428571,0,0.551429,"Low_signal","Open_promoters"
"snoRNA:Me18S-A934",0,0.421429,0.578571,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"crol",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CycY",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"esc",0,0,0,0,0,0.564286,0,0.435714,"Open_promoters","Open_promoters"
"CG45011",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG45012",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45013",0.3,0,0,0,0,0,0,0.7,"Low_signal","Enhancers"
"lncRNA:CR45014",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43937",0.514286,0,0,0,0,0,0,0.485714,"Enhancers","Enhancers"
"Sfp33A3",0.53,0,0,0,0,0,0,0.47,"Enhancers","Enhancers"
"CG31704",0.0225,0,0,0,0,0,0,0.9775,"Low_signal","Low_signal"
"asRNA:CR43936",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44008",0.635714,0,0,0,0,0,0,0.364286,"Enhancers","Enhancers"
"CG14933",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG46426",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG42486",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Mal-B1",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Mal-B2",0,0,0,0.145,0,0,0,0.855,"Low_signal","Low_signal"
"CG42751",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pde1c",0.674286,0,0,0,0,0,0,0.325714,"Enhancers","Enhancers"
"Or33a",0,0,0,0.0125,0,0,0,0.9875,"Low_signal","Low_signal"
"Or33b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or33c",0,0,0,1,0,0,0,0,"H1","H1"
"Crys",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16964",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-bft",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43314",0.865714,0,0,0,0,0,0,0.134286,"Enhancers","Enhancers"
"CG16965",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6686",0,0,0,0,0,0.658571,0,0.341429,"Open_promoters","Open_promoters"
"CG34163",0,0,0,0,0,0.825,0,0.175,"Open_promoters","Open_promoters"
"dgt2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"zuc",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"escl",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ada1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18789",0,0,0,0,0,0.188571,0,0.811429,"Low_signal","Low_signal"
"Qtzl",0,0,0,0,0,0.1,0,0.9,"Low_signal","Low_signal"
"Ada1-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18787",0,0,0,0,0,0.2,0,0.8,"Low_signal","Low_signal"
"Nfs1",0,0,0,0,0,0.135,0,0.865,"Low_signal","Low_signal"
"Hacd1",0,0,0,0,0,0.477143,0,0.522857,"Low_signal","Open_promoters"
"Rh5",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44588",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wdr81",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44587",0,0,0,1,0,0,0,0,"H1","H1"
"dmGlut",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG18788",0,0.225,0,0.775,0,0,0,0,"H1","H1"
"Tom70",0,0.444286,0,0,0,0.555714,0,0,"Open_promoters","Open_promoters"
"asRNA:CR46070",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6766",0,0,0,0.127143,0,0,0,0.872857,"Low_signal","Low_signal"
"CG6785",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG6770",0.831429,0,0.168571,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44589",0.895,0,0.105,0,0,0,0,0,"Enhancers","Enhancers"
"Plzf",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"PLCXD",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"JhI-21",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL7-like",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34164",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rab3-GAP",0,0,0,0.12,0,0.451429,0,0.428571,"Open_promoters","Open_promoters"
"firl",0,0,0,0.964286,0,0,0,0.035714,"H1","H1"
"CG14947",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44591",0,0,0,0.51,0,0,0,0.49,"H1","H1"
"lncRNA:CR44590",0,0,0,0.105714,0,0,0.894286,0,"Pc","Pc"
"asRNA:CR44592",0,0,0,0,0,0,1,0,"Pc","Pc"
"prd",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44593",0,0,0,0,0,0,1,0,"Pc","Pc"
"Pex19",0,0,0,0.305,0,0,0,0.695,"Low_signal","H1"
"lncRNA:CR44594",0,0,0,0.345714,0,0,0,0.654286,"Low_signal","H1"
"Mt2",0,0,0,0,0,0.1875,0,0.8125,"Low_signal","Low_signal"
"CG6712",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ced-12",0,0,0,0,0,0.345,0,0.655,"Low_signal","Open_promoters"
"Patsas",0,0,0,0,0,0.164286,0,0.835714,"Low_signal","Low_signal"
"ThrRS",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rab6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Phae1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Phae2",0,0,0,0.525,0,0,0,0.475,"H1","H1"
"CG17211",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"rho-6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Gr33a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31760",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31861",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ZnT33D",0,0,0,1,0,0,0,0,"H1","H1"
"CG17217",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6583",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"crok",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR43356",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bru1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"atilla",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31759",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45282",0.174286,0,0,0,0,0,0,0.825714,"Low_signal","Low_signal"
"lncRNA:CR45283",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31862",0,0,0,0.62,0,0,0,0.38,"H1","H1"
"bru2",0,0,0,1,0,0,0,0,"H1","H1"
"CG43813",0,0,0,0.905714,0,0,0,0.094286,"H1","H1"
"CG17010",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Pkd2",0,0,0,0.685,0,0,0,0.315,"H1","H1"
"vir-1",0.912857,0,0,0,0,0,0,0.087143,"Enhancers","Enhancers"
"Fam92",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5446",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Trm1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5435",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:SC35-a",0,0,0.642857,0,0,0.357143,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:SC35-b",0,0,0.314286,0,0,0.685714,0,0,"Open_promoters","Open_promoters"
"eRF3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"SC35",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Oatp33Ea",0,0,0,1,0,0,0,0,"H1","H1"
"CG5421",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Oatp33Eb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5418",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR17024",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mir-967",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"t-cup",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43051",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snoRNA:CG43051-a",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR42746",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bun",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44598",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44597",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44596",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44595",0,0,0,0,0,0,1,0,"Pc","Pc"
"nub",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ref2",0,0,0,0,0,0,1,0,"Pc","Pc"
"pdm2",0,0,0,0,0,0,1,0,"Pc","Pc"
"Nepl7",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG6153",0,0,0,0,0,0.2325,0,0.7675,"Low_signal","Low_signal"
"CCT4",0,0,0,0,0,0.62,0,0.38,"Open_promoters","Open_promoters"
"PICK1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"IFT43",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5781",0,0.538571,0,0.032857,0,0,0,0.428571,"Gene_body_1","Gene_body_1"
"CG17036",0,0,0.208571,0,0,0,0,0.791429,"Low_signal","Low_signal"
"CG5776",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"spict",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG6180",0,0,0,0,0,0.9025,0,0.0975,"Open_promoters","Open_promoters"
"CG15484",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5787",0,0.074286,0,0,0,0,0,0.925714,"Low_signal","Low_signal"
"MRP",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Pih1D1",0,0,0,0,0,0.347143,0,0.652857,"Low_signal","Open_promoters"
"mir-9382",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG15483",0,0,0,0.085714,0,0,0,0.914286,"Low_signal","Low_signal"
"lncRNA:CR46206",0,0,0,0.478571,0,0,0,0.521429,"Low_signal","H1"
"lncRNA:TS9",0.36,0,0,0,0,0,0,0.64,"Low_signal","Enhancers"
"lncRNA:CR43818",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kek1",0.875714,0,0,0,0,0,0,0.124286,"Enhancers","Enhancers"
"lncRNA:CR44970",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44971",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ACXC",0,0,0,0.925,0,0,0,0.075,"H1","H1"
"ACXB",0,0,0,1,0,0,0,0,"H1","H1"
"ACXA",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ACXE",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44183",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16800",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha68-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha68-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Yip1d1",0,0,0,0,0,0.521429,0,0.478571,"Open_promoters","Open_promoters"
"Vha68-1",0,0,0,0,0,0.295714,0,0.704286,"Low_signal","Open_promoters"
"Tor",0,0,0,0,0,0.45,0,0.55,"Low_signal","Open_promoters"
"Ube4B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9933",0,0,0,0,0,0.125714,0,0.874286,"Low_signal","Low_signal"
"CG9932",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44197",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45447",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45461",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ttc30",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44198",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43050",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5122",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9928",0,0,0,0.147143,0,0,0,0.852857,"Low_signal","Low_signal"
"CG16978",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR44199",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pk34A",0,0,0,0.025,0,0,0,0.975,"Low_signal","Low_signal"
"kmg",0,0,0,1,0,0,0,0,"H1","H1"
"Sirt1",0,0,0,0,0,0.41,0,0.59,"Low_signal","Open_promoters"
"DnaJ-H",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR46256",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG43925",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfmbt",0.857143,0,0,0,0,0,0,0.142857,"Enhancers","Enhancers"
"CG5439",0.875,0,0,0,0,0,0,0.125,"Enhancers","Enhancers"
"Alg7",0,0,0,0,0,0.8675,0,0.1325,"Open_promoters","Open_promoters"
"Mgat3",0,0,0.28,0,0,0,0,0.72,"Low_signal","Gene_body_2"
"Rsph1",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG16974",0,0,0,0,0,0.827143,0,0.172857,"Open_promoters","Open_promoters"
"Edem2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG16972",0.278571,0,0,0,0,0.292857,0,0.428571,"Low_signal","Open_promoters"
"Pect",0.655,0,0,0,0,0,0,0.345,"Enhancers","Enhancers"
"CG15482",0.877143,0.122857,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U2:34ABa",0.977143,0,0,0,0,0,0,0.022857,"Enhancers","Enhancers"
"kek4",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U2:34ABb",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mRF1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG9426",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ski6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG16812",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG15480",0,0,0,0.821429,0,0,0,0.178571,"H1","H1"
"CG16813",0.8225,0,0,0.1775,0,0,0,0,"Enhancers","Enhancers"
